,Artist Reputation,Height,Material,Price Of Sculpture,Base Shipping Price,International,Express Shipment,Installation Included,Transport,Fragile,Customer Information,Remote Location,Cost
287,0.2,33.0,Clay,29.06,91.08,No,Yes,Yes,,Yes,Wealthy,No,956.83
288,0.78,9.0,Clay,5.98,24.9,No,Yes,No,Roadways,Yes,Working Class,No,351.95
289,0.01,9.0,,11.24,11.53,Yes,No,No,Waterways,No,Working Class,,169.54
290,,19.0,Stone,221.515,33.5,Yes,No,No,Waterways,No,Working Class,No,2621.29875
291,,13.0,Aluminium,6.78,22.73,Yes,No,No,Waterways,No,Working Class,,482.32
292,0.16,29.0,Marble,221.515,72.78,Yes,No,No,Waterways,No,Wealthy,No,1858.72
293,0.01,8.0,Marble,4.81,24.65,Yes,No,Yes,Airways,No,Working Class,,245.05
294,0.36,8.0,Brass,3.15,12.36,No,No,No,Roadways,No,Working Class,No,167.31
295,0.11,7.0,Brass,3.43,12.0,No,No,No,Waterways,No,Working Class,,-123.57
296,0.07,22.0,Clay,6.15,20.2,Yes,No,No,Waterways,Yes,Working Class,No,154.4
297,0.36,10.0,,4.33,14.99,No,No,No,Roadways,No,Working Class,No,125.32
298,0.51,25.0,Marble,221.515,47.52,Yes,No,Yes,Waterways,No,Wealthy,Yes,2621.29875
299,0.55,14.0,Bronze,6.11,12.8,No,Yes,No,Airways,No,Working Class,No,323.2
300,0.39,10.0,Wood,6.76,22.61,Yes,No,No,Waterways,No,Wealthy,No,237.63
301,0.64,27.0,Marble,221.515,83.08,Yes,Yes,Yes,Airways,No,Working Class,Yes,2621.29875
302,0.56,8.0,Bronze,4.65,14.39,No,Yes,Yes,Airways,No,Working Class,No,236.94
303,,34.0,Stone,221.515,39.34,No,No,No,Roadways,No,Working Class,No,2621.29875
304,0.68,16.0,,221.515,38.14,Yes,No,No,Waterways,No,Working Class,Yes,2621.29875
305,,29.0,,60.92,94.15,No,No,Yes,,No,Working Class,No,1232.44
306,0.71,25.0,Brass,33.24,61.49,No,No,No,,No,Working Class,Yes,1099.63
307,0.33,55.0,Bronze,221.515,34.28,No,No,No,Waterways,No,Working Class,No,811.8
308,0.41,17.0,Bronze,6.69,15.58,No,No,Yes,Airways,No,Working Class,Yes,309.78
309,,17.0,,16.06,81.04,No,Yes,No,,No,Working Class,No,473.87
310,0.4,33.0,,7.05,12.15,No,No,No,Roadways,No,Working Class,Yes,219.68
311,0.22,23.0,Marble,221.515,99.42,No,Yes,No,,No,Wealthy,,2621.29875
312,0.41,22.0,Clay,8.98,13.93,No,No,No,,Yes,Working Class,Yes,337.84
313,,25.0,Marble,221.515,52.27,No,No,No,Waterways,No,Working Class,,2621.29875
314,0.61,11.0,Aluminium,4.74,18.45,Yes,Yes,No,Airways,No,Wealthy,Yes,-350.6
315,0.76,23.0,Wood,6.27,11.34,No,No,Yes,Airways,No,Working Class,Yes,466.1
316,0.61,,Stone,28.44,12.45,Yes,Yes,No,Airways,No,Working Class,No,-374.95
317,0.55,20.0,Stone,221.515,26.53,Yes,No,No,Waterways,No,Working Class,Yes,1699.05
318,,22.0,Brass,188.71,53.99,Yes,No,Yes,Waterways,No,Working Class,No,1088.22
319,0.24,36.0,Aluminium,6.45,20.79,No,No,No,Waterways,No,Working Class,Yes,212.57
320,0.08,40.0,Brass,195.17,94.21,Yes,No,Yes,Waterways,No,Working Class,No,771.61
321,0.03,5.0,Clay,6.88,10.73,No,Yes,No,,Yes,Wealthy,,108.08
322,0.56,20.0,Marble,162.93,99.06,No,Yes,No,Airways,No,Working Class,No,-1267.4912499999998
323,,19.0,Bronze,3.51,12.34,No,No,Yes,Roadways,No,Working Class,,153.31
324,0.36,12.0,Marble,35.06,30.71,Yes,No,No,Waterways,No,Working Class,No,360.72
325,0.39,18.0,Aluminium,4.05,24.97,Yes,No,No,Waterways,No,Working Class,No,258.24
326,0.37,35.0,Marble,221.515,99.24,No,No,No,Roadways,No,Working Class,No,2621.29875
327,0.32,44.0,Marble,221.515,99.4,Yes,No,No,,Yes,Working Class,No,2621.29875
328,,4.0,Wood,3.4,21.23,Yes,No,Yes,,No,Working Class,No,213.22
329,0.75,33.0,Wood,3.09,18.05,No,No,Yes,Roadways,No,Working Class,No,461.97
330,0.35,12.0,Wood,5.26,11.97,No,Yes,Yes,Roadways,No,Working Class,Yes,168.01
331,0.53,33.0,Aluminium,9.89,19.44,No,No,Yes,,No,Working Class,No,590.73
332,0.3,23.0,Aluminium,3.71,20.65,No,No,No,Roadways,No,Working Class,No,-199.1
333,0.11,10.0,Bronze,4.79,20.58,No,No,Yes,Waterways,No,Wealthy,No,185.32
334,0.18,15.0,,15.71,19.33,Yes,No,No,Waterways,No,Working Class,No,177.86
335,,15.0,Marble,140.88,71.1,No,No,No,Roadways,No,Working Class,No,990.2
336,0.78,50.0,Wood,14.46,14.38,Yes,No,No,Waterways,No,Wealthy,No,594.33
337,0.44,51.0,Aluminium,12.56,45.96,No,No,No,Roadways,No,Working Class,No,675.26
338,0.3,21.0,Stone,221.515,58.43,No,No,No,Roadways,No,Working Class,No,2621.29875
339,0.29,26.0,,221.515,97.4,No,Yes,No,Airways,No,Wealthy,No,2621.29875
340,0.54,39.0,Marble,221.515,28.09,Yes,Yes,No,Airways,Yes,Wealthy,No,2621.29875
341,0.59,24.0,Marble,221.515,36.23,Yes,No,No,Waterways,No,Working Class,Yes,2621.29875
342,,19.0,Aluminium,5.93,15.74,No,No,Yes,Roadways,No,Working Class,,242.48
343,,21.0,Clay,6.71,14.9,No,No,Yes,Waterways,Yes,Working Class,No,146.62
344,0.93,20.0,Aluminium,4.85,24.78,Yes,No,Yes,Waterways,No,Working Class,No,747.42
345,0.36,16.0,Wood,5.28,22.12,No,No,No,,No,Working Class,No,209.05
346,0.42,16.0,Clay,4.23,22.39,Yes,No,No,,Yes,Wealthy,No,289.87
347,0.18,26.0,Clay,6.56,16.18,No,No,No,Airways,Yes,Working Class,Yes,-185.39
348,0.71,4.0,Stone,5.72,15.29,No,No,Yes,Roadways,No,Working Class,Yes,338.31
349,0.14,23.0,Aluminium,6.86,12.74,No,Yes,No,Airways,No,Working Class,,131.33
350,0.25,14.0,Stone,109.61,86.48,No,Yes,No,Roadways,No,Wealthy,No,857.89
351,0.85,20.0,,4.98,13.68,Yes,Yes,Yes,Airways,No,Wealthy,No,466.25
352,0.06,5.0,Wood,6.1,17.41,Yes,No,No,Waterways,No,Working Class,Yes,116.26
353,,29.0,Aluminium,6.34,13.86,No,Yes,Yes,Airways,No,Wealthy,No,203.03
354,0.16,15.0,,3.93,10.75,No,No,No,Waterways,Yes,Working Class,,124.15
355,0.09,25.0,Marble,221.515,39.51,Yes,No,Yes,Waterways,No,Working Class,No,983.52
356,0.52,36.0,Clay,26.26,54.24,Yes,No,No,Waterways,Yes,Working Class,No,814.31
357,0.36,3.0,Brass,4.0,11.28,No,Yes,No,Roadways,No,Wealthy,No,143.95
358,0.36,15.0,Marble,57.01,89.34,No,Yes,No,Airways,No,Wealthy,No,892.98
359,0.49,40.0,Stone,221.515,36.26,Yes,No,Yes,Waterways,No,Wealthy,No,2621.29875
360,0.76,37.0,Aluminium,6.82,13.28,No,Yes,No,Roadways,No,Wealthy,No,692.93
361,0.47,13.0,Aluminium,4.97,13.74,No,No,No,,No,Working Class,No,165.32
362,1.0,12.0,Wood,6.98,15.62,No,No,Yes,Airways,No,Working Class,No,826.79
363,0.92,33.0,Stone,221.515,69.89,No,No,Yes,Roadways,No,Working Class,No,2621.29875
364,,30.0,Stone,221.515,76.42,Yes,No,No,Waterways,No,Working Class,No,2621.29875
365,0.35,6.0,,4.3,11.09,No,No,No,,No,Working Class,No,139.3
366,0.05,5.0,Wood,4.26,19.61,No,No,Yes,,No,Working Class,No,121.62
367,0.28,16.0,Stone,221.515,74.77,Yes,No,No,Waterways,No,Working Class,No,946.36
368,0.37,39.0,Stone,221.515,34.95,Yes,Yes,No,Airways,No,Working Class,,2621.29875
369,0.75,17.0,Marble,221.515,69.78,No,Yes,Yes,Airways,No,Working Class,Yes,2621.29875
370,0.49,32.0,Stone,221.515,86.02,Yes,Yes,No,Airways,No,Working Class,Yes,2621.29875
371,0.49,23.0,Aluminium,4.26,23.06,No,Yes,No,Roadways,No,Wealthy,Yes,317.73
372,0.56,28.0,Stone,221.515,60.02,No,No,No,Roadways,No,Working Class,No,2621.29875
373,0.96,32.0,Stone,221.515,94.31,No,No,No,Roadways,No,Working Class,No,2621.29875
374,0.42,29.0,Marble,221.515,83.87,No,No,No,Roadways,No,Working Class,No,2621.29875
375,0.6,23.0,Clay,8.96,18.74,Yes,No,Yes,Waterways,Yes,Working Class,,581.75
376,0.76,12.0,Clay,5.62,17.33,Yes,No,Yes,Waterways,Yes,Working Class,,407.84
377,0.51,35.0,Brass,52.16,96.24,No,No,No,Roadways,No,Working Class,No,1565.58
378,0.24,19.0,Brass,6.01,23.06,No,Yes,Yes,Airways,No,Working Class,Yes,265.01
379,0.82,26.0,Aluminium,10.68,13.56,Yes,No,No,Waterways,No,Working Class,No,424.73
380,0.06,9.0,,6.74,21.89,No,No,No,Roadways,Yes,Wealthy,No,170.19
381,,,,72.0,69.36,No,No,No,Roadways,No,Working Class,Yes,718.93
382,0.81,,Brass,29.75,94.56,No,No,Yes,,No,Working Class,,2621.29875
383,0.01,55.0,Marble,221.515,93.78,No,No,No,Airways,Yes,Working Class,No,2621.29875
384,,30.0,Marble,221.515,54.01,No,Yes,Yes,,No,Working Class,No,2621.29875
385,,10.0,,6.32,16.73,No,No,Yes,Roadways,Yes,Working Class,No,200.2
386,0.37,23.0,Clay,3.21,12.91,Yes,No,No,Roadways,Yes,Working Class,Yes,243.07
387,0.19,6.0,Wood,4.75,10.1,No,No,No,Roadways,No,Working Class,,97.1
388,0.06,,Aluminium,4.27,20.59,No,No,No,Roadways,No,Working Class,Yes,149.37
389,0.67,,Stone,221.515,97.39,No,No,No,Roadways,No,Working Class,Yes,2621.29875
390,0.77,12.0,Clay,3.0,24.02,No,Yes,Yes,,Yes,Wealthy,No,579.11
391,0.81,35.0,,6.0,13.23,Yes,No,Yes,Waterways,No,Working Class,Yes,819.06
392,0.75,38.0,Wood,4.89,24.11,No,Yes,Yes,Roadways,No,Wealthy,No,933.61
393,0.63,39.0,Wood,3.55,23.21,Yes,Yes,Yes,,No,Wealthy,No,638.83
394,0.36,54.0,Clay,34.11,55.08,Yes,No,No,,Yes,Working Class,,769.26
395,0.76,32.0,Bronze,10.87,71.32,No,Yes,No,Airways,No,Working Class,No,1759.97
396,,17.0,,7.52,18.1,No,Yes,Yes,Roadways,Yes,Working Class,,919.77
397,0.84,15.0,Brass,18.72,19.75,No,No,No,Roadways,No,Working Class,Yes,476.83
398,0.69,7.0,Bronze,6.65,21.38,No,No,No,Roadways,No,Working Class,No,374.26
399,0.98,5.0,Aluminium,4.12,10.11,Yes,No,No,Airways,No,Working Class,No,226.78
400,0.69,30.0,Marble,221.515,94.2,No,No,No,Roadways,No,Working Class,No,2621.29875
401,0.81,27.0,Aluminium,4.19,15.66,Yes,Yes,No,Airways,No,Wealthy,No,698.49
402,0.15,42.0,Clay,5.82,22.87,Yes,Yes,Yes,Airways,Yes,Wealthy,No,344.09
403,0.7,32.0,Brass,108.71,83.23,No,No,No,Roadways,No,Working Class,No,2590.35
404,0.71,18.0,Brass,8.26,58.94,Yes,No,No,Waterways,No,Working Class,No,1317.23
405,0.46,33.0,Wood,4.18,21.86,No,No,No,Roadways,No,Working Class,No,256.84
406,0.42,,Clay,4.71,10.68,No,No,No,Roadways,Yes,Working Class,No,-156.15
407,0.25,28.0,Marble,221.515,50.82,Yes,No,No,,No,Working Class,,-1267.4912499999998
408,0.42,20.0,Aluminium,6.57,10.58,Yes,Yes,No,,No,Working Class,Yes,260.31
409,0.14,32.0,Wood,6.74,18.27,Yes,No,No,Airways,No,Working Class,No,149.44
410,0.04,13.0,Bronze,6.28,24.08,No,No,Yes,,No,Wealthy,No,-191.38
411,0.14,16.0,Bronze,9.32,11.85,No,No,No,,No,Working Class,,-155.87
412,0.53,9.0,,10.56,14.63,No,Yes,No,Airways,No,Working Class,,267.56
413,,,Aluminium,4.06,24.53,Yes,No,No,Waterways,No,Working Class,Yes,212.33
414,0.08,30.0,,6.74,14.5,No,No,Yes,Roadways,No,Working Class,,187.86
415,0.12,22.0,Clay,8.8,20.45,Yes,Yes,No,Airways,Yes,Working Class,No,215.46
416,0.48,24.0,Brass,48.9,82.37,No,No,No,,No,Working Class,No,-919.77
417,0.52,17.0,Wood,4.83,13.07,No,Yes,Yes,Airways,No,Wealthy,Yes,242.1
418,0.05,38.0,Stone,221.515,32.7,No,No,No,Roadways,No,Working Class,No,2621.29875
419,0.91,7.0,Marble,17.33,10.03,No,No,Yes,Roadways,No,Working Class,No,266.23
420,0.33,30.0,Brass,42.28,92.57,Yes,No,No,Waterways,No,Working Class,No,874.27
421,0.69,26.0,Wood,4.52,14.24,No,No,Yes,Roadways,No,Working Class,No,403.98
422,0.61,28.0,Aluminium,3.82,19.81,No,No,Yes,Roadways,No,Working Class,No,341.21
423,0.52,24.0,Stone,221.515,96.93,No,No,No,Roadways,No,Working Class,No,2621.29875
424,0.77,31.0,Brass,143.51,90.36,No,No,No,Roadways,No,Working Class,No,2621.29875
425,0.23,11.0,Aluminium,4.46,15.39,Yes,No,No,Roadways,No,Working Class,No,151.92
426,,13.0,Brass,11.31,82.65,Yes,Yes,Yes,,No,Working Class,No,701.65
427,0.35,26.0,Brass,65.46,38.68,No,No,Yes,,No,Working Class,No,875.8
428,0.59,13.0,Clay,4.3,17.93,No,No,Yes,,Yes,Working Class,No,285.09
429,0.26,13.0,Bronze,5.87,20.72,No,Yes,No,Airways,No,Working Class,No,-190.08
430,0.93,35.0,Bronze,46.2,63.91,No,Yes,Yes,Airways,No,Working Class,No,2621.29875
431,0.93,4.0,Aluminium,6.39,24.05,No,No,No,Airways,No,Working Class,No,482.69
432,0.67,8.0,Marble,7.58,11.51,No,No,No,,No,Working Class,No,357.69
433,0.02,14.0,,26.62,90.7,No,No,Yes,Roadways,No,Working Class,No,530.57
434,0.05,21.0,Stone,221.515,75.99,No,Yes,Yes,Roadways,No,Working Class,Yes,-1086.37
435,0.21,21.0,Brass,31.44,77.94,No,Yes,Yes,Airways,No,Working Class,No,651.78
436,0.37,51.0,Clay,17.56,47.93,Yes,No,No,Waterways,Yes,Working Class,No,676.27
437,0.23,20.0,Clay,3.27,18.41,No,No,Yes,Airways,Yes,Working Class,No,181.68
438,0.59,33.0,Aluminium,5.13,19.73,No,No,No,Roadways,No,Working Class,No,362.73
439,0.12,15.0,Stone,167.23,95.95,No,Yes,No,Airways,No,Wealthy,No,1051.66
440,,34.0,Wood,6.72,24.04,No,No,No,,No,Working Class,No,374.72
441,0.47,32.0,Wood,4.18,13.75,No,No,Yes,Roadways,No,Working Class,No,239.24
442,0.23,48.0,Bronze,23.71,45.75,No,No,No,,No,Working Class,No,524.43
443,0.34,9.0,Marble,8.99,98.43,Yes,Yes,Yes,Airways,No,Working Class,No,753.6
444,0.47,,Bronze,4.72,18.75,Yes,No,Yes,,No,Wealthy,Yes,249.59
445,0.62,29.0,Bronze,34.49,67.82,Yes,No,No,Airways,No,Working Class,No,1247.05
446,0.83,25.0,Aluminium,4.64,10.67,No,No,No,Roadways,No,Working Class,No,325.86
447,0.51,12.0,Brass,14.07,16.25,No,No,No,Roadways,No,Working Class,No,242.03
448,,20.0,Wood,6.7,16.86,Yes,Yes,No,Airways,No,Working Class,No,147.46
449,0.74,25.0,Marble,221.515,52.62,No,Yes,Yes,Roadways,No,Wealthy,No,2621.29875
450,0.55,28.0,Marble,221.515,38.01,No,Yes,No,Roadways,No,Working Class,,-1267.4912499999998
451,0.97,14.0,Aluminium,6.47,13.95,No,No,Yes,Roadways,No,Working Class,No,731.95
452,0.57,30.0,Aluminium,7.31,15.02,No,No,No,Roadways,No,Working Class,Yes,435.51
453,,21.0,Clay,14.19,20.15,No,No,Yes,,Yes,Wealthy,No,593.96
454,,,Wood,5.74,21.14,No,No,Yes,Airways,No,Working Class,No,396.04
455,,44.0,Clay,32.01,74.6,No,No,Yes,Roadways,Yes,Working Class,No,2621.29875
456,0.22,17.0,Brass,27.47,57.77,Yes,No,No,,No,Working Class,No,475.44
457,0.4,37.0,Clay,39.63,26.84,No,No,No,Waterways,Yes,Working Class,No,481.22
458,0.73,3.0,Brass,6.54,24.22,No,Yes,No,Roadways,No,Working Class,No,311.75
459,0.37,44.0,Brass,96.93,52.84,Yes,Yes,Yes,Airways,No,Working Class,No,2621.29875
460,0.23,33.0,Brass,108.12,82.32,Yes,No,No,Waterways,No,Working Class,No,690.35
461,0.49,33.0,Aluminium,53.86,97.82,No,No,No,Roadways,No,Working Class,,1517.97
462,0.86,12.0,Marble,142.84,95.11,No,No,No,Airways,No,Working Class,,1726.61
463,0.73,12.0,Aluminium,3.78,11.28,No,No,Yes,Airways,No,Working Class,No,242.32
464,0.72,30.0,Brass,85.12,72.57,No,Yes,No,Roadways,No,Wealthy,No,2621.29875
465,0.24,7.0,Stone,11.32,19.28,No,Yes,No,Airways,No,Working Class,No,260.38
466,0.67,15.0,,67.18,27.72,No,No,No,Roadways,No,Working Class,No,1347.02
467,0.31,,Clay,6.49,19.3,No,No,Yes,Waterways,Yes,Working Class,No,205.06
468,,7.0,Clay,4.95,11.63,Yes,No,No,Roadways,Yes,Working Class,Yes,209.17
469,0.28,18.0,Wood,3.92,15.13,No,No,No,Roadways,No,Working Class,No,123.0
470,,21.0,Clay,13.27,18.24,No,No,Yes,Airways,Yes,Working Class,,510.38
471,,23.0,Aluminium,3.23,20.57,No,Yes,No,Roadways,No,Working Class,,205.28
472,0.85,6.0,Stone,24.86,19.3,Yes,Yes,No,Airways,No,Wealthy,No,539.01
473,0.36,40.0,Wood,3.5,11.54,Yes,No,Yes,Waterways,No,Working Class,No,201.13
474,,3.0,Marble,4.64,13.68,Yes,Yes,No,,No,Wealthy,No,248.25
475,0.42,14.0,Wood,6.84,23.11,No,No,No,Roadways,No,Working Class,No,255.88
476,0.62,,Marble,6.61,19.71,Yes,Yes,Yes,Airways,No,Wealthy,Yes,444.95
477,0.35,24.0,Wood,3.74,14.62,No,No,No,Roadways,No,Working Class,No,135.32
478,0.83,13.0,,6.34,10.69,No,No,No,Roadways,Yes,Working Class,No,450.46
479,0.59,,Brass,5.81,16.82,No,No,No,,No,Working Class,,210.72
480,0.08,3.0,Bronze,3.59,21.04,No,No,No,Roadways,No,Working Class,No,149.39
481,0.36,10.0,Wood,3.09,20.71,No,No,No,Airways,No,Working Class,No,179.11
482,0.9,34.0,Wood,6.18,14.14,Yes,Yes,No,Airways,No,Working Class,No,995.51
483,0.96,10.0,Clay,6.16,16.25,No,No,Yes,Waterways,Yes,Working Class,No,-615.1
484,,39.0,Aluminium,6.48,16.69,No,No,No,Waterways,No,Working Class,No,-133.82
485,0.21,27.0,Brass,74.91,96.95,No,No,No,Roadways,No,Wealthy,Yes,1155.78
486,0.77,4.0,Clay,6.92,10.52,No,Yes,No,Roadways,Yes,Working Class,No,275.96
487,0.44,5.0,Aluminium,4.49,21.12,No,No,No,Waterways,No,Working Class,No,169.44
488,0.68,23.0,Aluminium,6.54,18.58,No,No,No,,No,Working Class,Yes,460.57
489,0.42,10.0,Aluminium,6.92,24.71,No,No,Yes,Waterways,No,Working Class,No,-237.86
490,0.99,,Marble,221.515,42.56,No,No,No,Roadways,No,Working Class,No,2621.29875
491,0.94,24.0,Wood,5.18,17.95,No,No,No,Roadways,No,Working Class,No,732.02
492,0.29,22.0,Brass,6.41,12.54,No,No,No,Roadways,No,Working Class,No,197.84
493,0.5,47.0,Marble,221.515,41.49,Yes,No,No,Airways,Yes,Wealthy,No,2621.29875
494,0.68,,Bronze,94.84,40.19,No,No,No,,No,Working Class,No,2621.29875
495,0.71,52.0,Stone,221.515,30.86,Yes,No,No,Waterways,No,Working Class,No,2621.29875
496,0.11,7.0,Marble,3.18,12.44,Yes,No,No,Airways,No,Working Class,No,188.31
497,0.04,18.0,Marble,206.51,40.69,No,No,No,Airways,No,Working Class,Yes,668.28
498,0.58,8.0,Bronze,6.04,12.71,No,No,No,Roadways,No,Working Class,No,214.93
499,0.89,20.0,Clay,5.19,13.91,No,Yes,Yes,Roadways,Yes,Working Class,No,621.41
500,0.19,4.0,Marble,5.26,24.34,No,No,No,Roadways,No,Working Class,No,232.42
501,0.79,40.0,Wood,7.93,16.64,No,Yes,No,Roadways,No,Wealthy,No,957.56
502,,10.0,Brass,3.39,15.2,No,No,No,,No,Working Class,No,213.11
503,0.6,57.0,Aluminium,131.75,66.03,No,Yes,No,Roadways,No,Wealthy,No,2185.14
504,0.18,10.0,Marble,12.18,20.29,No,No,Yes,Roadways,No,Working Class,No,208.51
505,0.57,40.0,Brass,101.54,31.32,Yes,No,No,Waterways,No,Working Class,No,776.2
506,0.12,23.0,,6.45,23.83,No,No,Yes,,No,Working Class,No,-172.25
507,0.02,57.0,,154.47,94.62,No,No,No,,Yes,Wealthy,No,646.32
508,0.86,20.0,Wood,5.1,19.91,No,No,No,Waterways,No,Working Class,No,647.1
509,0.19,32.0,Brass,169.06,85.75,No,No,Yes,Roadways,No,Working Class,No,954.92
510,0.39,34.0,Bronze,89.43,63.34,Yes,No,No,Airways,No,Working Class,,1365.25
511,0.82,4.0,Stone,4.86,20.17,Yes,Yes,Yes,Airways,No,Wealthy,No,379.41
512,0.22,8.0,Brass,4.22,24.47,No,No,No,Roadways,No,Working Class,No,-179.2
513,0.19,36.0,Aluminium,3.5,21.71,No,No,No,Roadways,No,Wealthy,No,188.67
514,,20.0,Bronze,15.4,49.19,Yes,No,No,,No,Working Class,No,821.33
515,0.38,22.0,Bronze,31.55,75.13,No,No,Yes,,No,Working Class,No,707.64
516,0.81,11.0,Wood,6.61,20.11,Yes,No,No,Waterways,No,Wealthy,No,475.86
517,0.02,6.0,Bronze,4.55,14.32,No,No,No,,No,Working Class,No,136.93
518,0.17,13.0,Marble,140.32,48.12,Yes,No,No,,No,Working Class,No,495.0
519,0.94,31.0,,221.515,87.85,No,No,No,Roadways,No,Working Class,No,2621.29875
520,0.8,3.0,Wood,3.06,20.49,No,No,No,Airways,No,Working Class,No,167.58
521,0.41,3.0,Wood,3.01,17.6,Yes,No,No,Waterways,No,Working Class,No,126.73
522,,29.0,Stone,221.515,30.52,Yes,Yes,No,Airways,No,Wealthy,No,2621.29875
523,,29.0,Marble,221.515,63.49,No,No,Yes,,No,Working Class,No,2621.29875
524,0.45,21.0,Marble,221.515,97.46,No,No,No,Roadways,No,Wealthy,Yes,1737.95
525,0.55,17.0,Aluminium,4.96,21.32,No,No,No,Roadways,No,Working Class,No,288.4
526,0.6,41.0,Marble,221.515,60.5,No,No,No,Roadways,Yes,Working Class,No,2621.29875
527,,13.0,Aluminium,3.87,18.18,Yes,No,No,Waterways,No,Working Class,No,195.28
528,0.75,19.0,Marble,221.515,49.23,No,No,No,Airways,No,Working Class,No,2621.29875
529,0.57,26.0,Marble,221.515,91.66,No,Yes,No,Roadways,No,Wealthy,No,2621.29875
530,0.64,25.0,Marble,221.515,53.8,No,No,Yes,Roadways,No,Working Class,,2621.29875
531,0.23,28.0,Clay,3.33,79.15,No,No,No,Roadways,Yes,Working Class,,577.72
532,,4.0,Bronze,6.75,10.79,No,Yes,Yes,,No,Wealthy,Yes,156.94
533,0.3,6.0,Clay,5.27,20.14,Yes,No,No,Airways,Yes,Working Class,No,184.25
534,0.16,28.0,,5.0,24.05,No,No,No,,No,Working Class,No,176.89
535,0.44,,Brass,6.41,18.41,No,No,Yes,Roadways,No,Working Class,No,221.36
536,0.03,7.0,Marble,4.65,17.06,No,No,No,,No,Working Class,No,-171.15
537,0.35,19.0,Wood,3.84,23.28,Yes,No,No,Waterways,No,Working Class,No,215.61
538,0.44,24.0,Marble,110.92,33.0,No,No,No,Roadways,No,Working Class,Yes,749.91
539,0.45,14.0,Wood,4.1,16.27,Yes,No,Yes,,No,Wealthy,,239.95
540,,35.0,,221.515,84.03,No,No,Yes,Roadways,No,Working Class,Yes,2621.29875
541,0.57,23.0,Clay,6.52,22.13,No,Yes,No,Roadways,Yes,Working Class,Yes,391.46
542,0.83,3.0,Bronze,6.46,24.73,No,No,Yes,,No,Wealthy,,452.2
543,0.05,41.0,Bronze,43.55,61.64,Yes,Yes,No,,No,Working Class,No,719.61
544,0.35,47.0,Bronze,150.07,60.84,Yes,Yes,Yes,Airways,No,Working Class,No,1275.73
545,0.14,16.0,Wood,6.32,17.64,Yes,No,Yes,Airways,No,Working Class,No,-154.09
546,0.44,,Bronze,7.69,22.62,No,Yes,No,Airways,No,Working Class,No,377.58
547,0.06,38.0,Wood,3.89,20.79,No,Yes,Yes,Airways,No,Wealthy,No,178.8
548,0.06,7.0,Aluminium,6.46,16.25,Yes,No,No,Roadways,No,Working Class,Yes,153.88
549,0.72,13.0,Aluminium,4.75,24.48,No,No,No,Roadways,No,Working Class,No,330.21
550,0.11,12.0,Stone,186.29,59.95,Yes,No,No,Airways,No,Working Class,No,699.1
551,0.36,13.0,Aluminium,6.8,17.98,No,No,Yes,Waterways,No,Working Class,No,200.26
552,,57.0,Clay,101.42,91.26,No,No,No,,Yes,Working Class,No,1205.74
553,0.55,22.0,Stone,221.515,63.64,Yes,No,No,Airways,No,Working Class,No,2457.9
554,,13.0,Wood,5.01,16.12,Yes,No,Yes,,No,Working Class,No,-253.75
555,0.81,17.0,Bronze,17.7,15.6,No,No,Yes,Roadways,No,Working Class,Yes,456.02
556,0.69,15.0,Stone,106.32,39.47,Yes,No,Yes,Airways,No,Working Class,No,1517.44
557,0.9,13.0,Aluminium,5.05,17.76,No,Yes,Yes,Roadways,No,Wealthy,No,-583.83
558,0.25,48.0,,29.53,38.49,Yes,Yes,Yes,,No,Working Class,No,497.71
559,0.53,23.0,Stone,215.68,76.09,No,Yes,No,Airways,No,Wealthy,No,2255.44
560,0.35,35.0,Bronze,94.32,66.97,No,No,No,,No,Working Class,No,1509.77
561,0.62,23.0,Brass,12.59,63.22,No,No,Yes,Roadways,No,Working Class,No,909.47
562,0.36,19.0,Brass,13.44,87.61,Yes,No,No,Roadways,No,Working Class,No,-753.04
563,0.51,16.0,Wood,6.14,18.8,No,No,Yes,Roadways,No,Working Class,,252.58
564,0.95,33.0,Stone,221.515,52.0,Yes,No,No,Waterways,No,Working Class,Yes,-1267.4912499999998
565,0.92,36.0,Clay,12.76,13.29,No,Yes,Yes,Roadways,Yes,Wealthy,No,1356.49
566,,3.0,Clay,6.58,12.93,Yes,No,No,Waterways,Yes,Wealthy,No,185.59
567,0.2,21.0,Aluminium,6.94,17.75,No,No,Yes,Roadways,No,Working Class,No,173.16
568,0.41,14.0,Stone,221.515,42.33,No,Yes,No,Roadways,No,Wealthy,No,-1267.4912499999998
569,,18.0,Aluminium,6.78,19.37,Yes,No,No,Waterways,No,Working Class,,410.52
570,0.35,38.0,Bronze,5.7,63.39,Yes,No,Yes,,No,Working Class,Yes,732.16
571,0.2,25.0,Brass,8.56,93.59,No,No,No,Waterways,No,Working Class,Yes,-547.81
572,0.79,24.0,Bronze,38.53,41.01,Yes,No,Yes,,No,Working Class,No,1109.42
573,0.74,33.0,Wood,4.91,12.37,No,No,Yes,Waterways,No,Wealthy,No,393.13
574,0.61,8.0,Brass,5.18,20.68,Yes,No,No,Waterways,No,Working Class,No,276.96
575,0.5,9.0,Aluminium,5.71,15.01,No,No,No,Roadways,No,Working Class,No,171.26
576,0.68,19.0,Bronze,29.61,50.92,No,No,No,,No,Working Class,No,964.71
577,0.35,29.0,Stone,221.515,71.37,No,No,No,Waterways,No,Working Class,No,2621.29875
